track_id,psnr_sr,psnr_base,ssim_sr,ssim_base
track_12061,19.4022,18.3680,0.5260,0.4962
track_12063,20.0579,19.1141,0.4540,0.4196
track_12070,15.8399,14.9192,0.4414,0.3728
track_12079,15.2290,14.6553,0.3910,0.3489
track_12101,17.4651,16.3459,0.5274,0.4799
track_12117,15.2734,14.3772,0.4826,0.4302
track_12122,16.7065,16.2003,0.4474,0.4331
track_12133,21.7342,20.5626,0.5164,0.4835
track_12135,14.9726,14.4731,0.3064,0.2726
track_12137,22.9311,21.9905,0.4791,0.4518
track_12140,14.4423,13.9793,0.3203,0.2896
track_12146,18.2829,17.0523,0.5868,0.5345
track_12162,16.9074,16.1987,0.4401,0.4000
track_12168,16.8609,16.2463,0.3255,0.2974
track_12183,13.8802,13.4913,0.2206,0.1973
track_12194,14.3808,14.0099,0.2742,0.2576
track_12211,18.7007,17.4762,0.4205,0.3737
track_12215,14.2464,13.8658,0.2457,0.2147
track_12225,19.9463,18.6035,0.5380,0.4990
track_12233,17.0618,16.3001,0.3893,0.3587
track_12234,15.4362,14.5179,0.4393,0.4029
track_12240,17.8087,16.9061,0.4484,0.4059
track_12243,14.4747,14.0790,0.3233,0.2850
track_12247,18.3194,17.7310,0.5204,0.5178
track_12273,16.2372,15.3985,0.4875,0.4411
track_12293,17.7418,16.9932,0.5081,0.4744
track_12304,17.5073,16.8051,0.4027,0.3788
track_12336,14.6390,14.2864,0.3434,0.3184
track_12402,16.9597,16.1491,0.4680,0.4198
track_12426,17.8539,16.9672,0.4767,0.4287
track_12451,17.4159,16.4840,0.4700,0.4271
track_12470,22.0570,20.7356,0.5899,0.5594
track_12478,21.4744,20.4698,0.5353,0.5279
track_12485,15.2801,14.9021,0.4021,0.3776
track_12486,18.8972,17.8521,0.2853,0.2828
track_12513,20.2418,19.2414,0.4629,0.4587
track_12537,21.5695,20.1144,0.5486,0.5353
track_12556,17.8900,16.9721,0.3766,0.3588
track_12569,16.7251,16.1289,0.3114,0.2933
track_12593,14.4978,14.1327,0.2018,0.1807
track_12607,14.5252,14.0448,0.2569,0.2139
track_12617,14.1899,13.8193,0.3039,0.2679
track_12635,17.4252,16.3332,0.5176,0.4337
track_12672,17.6051,16.4546,0.5515,0.4713
track_12677,16.6288,15.7829,0.4838,0.4281
