track_id,psnr_sr,psnr_base,ssim_sr,ssim_base
track_18582,19.0199,18.1452,0.5280,0.4659
track_18591,19.6351,18.6957,0.4504,0.3750
track_18594,24.0548,22.1731,0.6179,0.5225
track_18616,17.3966,16.3451,0.4482,0.4078
track_18620,15.4987,14.8118,0.3735,0.3254
track_18655,17.7719,16.3944,0.7238,0.6573
track_18666,18.8317,17.7769,0.5815,0.5248
track_18682,19.8003,18.2608,0.6445,0.5583
track_18704,16.7335,15.9761,0.4219,0.3858
track_18706,16.7106,15.8309,0.4294,0.3674
track_18707,15.4040,14.8254,0.4437,0.3824
track_18733,18.7245,17.3002,0.6072,0.5359
track_18740,19.8467,18.0087,0.5365,0.4461
track_18745,22.5114,20.2656,0.8558,0.7764
track_18755,19.2858,18.6205,0.5400,0.4734
track_18761,14.1110,13.7346,0.3607,0.3163
track_18763,18.8548,17.9635,0.5208,0.4627
track_18775,14.5900,13.9420,0.4042,0.3306
track_18795,14.6516,14.1601,0.3535,0.2953
track_18798,18.0015,16.9439,0.4678,0.4225
track_18820,15.9235,14.7820,0.4270,0.3715
track_18824,19.5226,17.6854,0.5766,0.5163
track_18850,16.0444,15.1812,0.4368,0.3879
track_18893,16.3392,15.0577,0.5511,0.5063
track_18906,16.0330,15.3913,0.4051,0.3364
track_18928,18.7457,17.4887,0.6921,0.6179
track_18935,16.3845,15.4508,0.4383,0.3641
track_18939,17.4291,16.3022,0.5936,0.5322
track_18964,14.9812,14.4655,0.4234,0.3622
track_18997,13.9118,13.3940,0.3323,0.3005
track_18999,19.1211,18.0797,0.5681,0.5046
track_19027,15.2967,14.3322,0.4320,0.3799
track_19029,18.6188,17.7440,0.5294,0.4499
track_19040,14.7897,14.3786,0.4680,0.4269
track_19054,16.9660,16.2214,0.4504,0.3823
track_19071,15.4663,14.7405,0.4984,0.4378
track_19095,19.7449,18.0215,0.4142,0.3560
track_19134,19.1881,17.4457,0.5731,0.5213
track_19140,16.1893,15.1591,0.5217,0.4436
track_19161,17.0352,15.5989,0.5485,0.4973
track_19166,15.7585,15.0794,0.4690,0.3985
track_19173,18.4190,17.2313,0.6542,0.5911
track_19178,16.8435,15.9964,0.3856,0.3144
track_19201,17.6580,16.5235,0.6050,0.5377
track_19218,15.7398,15.3593,0.3657,0.3100
track_19232,16.3111,15.2650,0.2821,0.2551
track_19240,14.7806,14.1952,0.4274,0.3723
track_19256,17.3110,15.7925,0.3944,0.3349
track_19257,17.2281,16.3021,0.5657,0.4940
track_19258,14.7927,14.4406,0.4708,0.4420
track_19264,16.0365,15.2277,0.4388,0.3529
track_19276,16.5630,15.6628,0.4749,0.4215
track_19291,14.5644,13.6566,0.3368,0.2928
track_19297,15.7266,14.6579,0.5232,0.4790
